229	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@ap1990f-words#@ap1990f#273.855#274.169
230	the	the	X	_	_	_	_	_	@ap1990f-words#@ap1990f#274.169#274.483
231	hatters	hatters	X	_	_	_	_	_	@ap1990f-words#@ap1990f#274.483#274.797
232	?	?	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#274.797#275.111
233	forever	forever	X	_	_	_	_	_	@ap1990f-words#@ap1990f#275.111#275.425
234	young	young	X	_	_	_	_	_	@ap1990f-words#@ap1990f#275.425#275.739
235	forever	forever	X	_	_	_	_	_	@ap1990f-words#@ap1990f#275.739#276.053
236	drunk	drunk	X	_	_	_	_	_	@ap1990f-words#@ap1990f#276.053#276.382
237	#смеется#	#смеется#	X	_	_	_	_	_	@ap1990f-words#@ap1990f#290.697#292.097
238	перед	перед	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#301.622#301.927
239	клипом	клип	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#301.927#302.232
240	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@ap1990f-words#@ap1990f#302.232#302.537
241	решили	решить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#302.537#302.842
242	снять	снять	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#302.842#303.147
243	прешут	прешут	NOUN	_	Foreign=Yes	_	_	_	@ap1990f-words#@ap1990f#303.147#303.452
244	в	в	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#303.452#303.757
245	офисе	офис	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#303.757#304.062
246	то	то	PRON	_	_	_	_	_	@ap1990f-words#@ap1990f#304.062#304.367
247	есть	быть	VERB	_	_	_	_	_	@ap1990f-words#@ap1990f#304.367#304.672
248	потестить	потестить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#304.672#304.977
249	все	все	PRON	_	Case=Acc|Number=Plur|Person=3	_	_	_	@ap1990f-words#@ap1990f#304.977#305.282
250	вот	вот	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#305.282#305.587
251	эти	этот	DET	_	Case=Acc|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#305.587#305.892
252	вот	вот	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#305.892#306.197
253	движения	движение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#306.197#306.502
254	и	и	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#306.502#306.807
255	вот	вот	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#306.807#307.112
256	соответственно	соответственно	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#307.112#307.417
257	танец	танец	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#307.417#307.722
258	да	да	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#307.722#308.027
259	и	и	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#308.027#308.332
260	посмотреть	смотреть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#308.332#308.637
261	как	как	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#308.637#308.942
262	все	весь	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#308.942#309.247
263	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#309.247#309.552
264	склеится	склеить	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ap1990f-words#@ap1990f#309.552#309.859
265	но	но	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#324.024#324.361
266	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@ap1990f-words#@ap1990f#324.361#324.698
267	столкнулись	столкнуться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@ap1990f-words#@ap1990f#324.698#325.035
268	с	с	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#325.035#325.372
269	одной	один	NUM	_	Case=Ins|Gender=Fem	_	_	_	@ap1990f-words#@ap1990f#325.372#325.709
270	проблемой	проблема	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#325.709#326.046
271	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#326.046#326.383
272	того	то	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#326.383#326.72
273	что	что	SCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#326.72#327.057
274	никто	никто	PRON	_	Case=Nom	_	_	_	@ap1990f-words#@ap1990f#327.057#327.394
275	в	в	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#327.394#327.731
276	офисе	офис	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#327.731#328.068
277	не	не	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#328.068#328.405
278	мог	мочь	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#328.405#328.742
279	правильно	правильно	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#328.742#329.079
280	повторить	повторить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#329.079#329.416
281	вот	вот	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#329.416#329.753
282	это	это	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#329.753#330.09
283	вот	вот	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#330.09#330.427
284	движение	движение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#330.427#330.769
285	кроме	кроме	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#332.72#333.133
286	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	@ap1990f-words#@ap1990f#333.133#333.546
287	естественно	естественно	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#333.546#333.96
288	вот	вот	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#334.881#335.446
289	единственный	единственный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#336.034#336.399
290	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#336.399#336.764
291	который	который	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#336.764#337.129
292	повторил	повторить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#337.129#337.494
293	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	@ap1990f-words#@ap1990f#337.494#337.859
294	идеально	идеально	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#337.859#338.224
295	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#338.224#338.589
296	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#338.589#338.954
297	музыченко	музыченко	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#338.954#339.325
298	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@ap1990f-words#@ap1990f#347.964#348.326
299	проводили	проводить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#348.326#348.688
300	кастинг	кастинг	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#348.688#349.05
301	танцоров	танцор	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#349.05#349.412
302	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#349.412#349.774
303	а	а	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#349.774#350.136
304	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#350.136#350.498
305	пришло	прийти	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#350.498#350.86
306	очень	очень	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#350.86#351.222
307	много	много	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#351.222#351.584
308	народу	народ	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#351.584#351.946
309	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#351.946#352.308
310	и	и	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#352.308#352.67
311	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@ap1990f-words#@ap1990f#352.67#353.032
312	с	с	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#353.032#353.394
313	нашим	наш	DET	_	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#353.394#353.756
314	танцором	танцор	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#353.756#354.118
315	тимофеем	Тимофей	PROPN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#354.118#354.48
316	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#354.48#354.842
317	с	с	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#354.842#355.204
318	нашим	наш	DET	_	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#355.204#355.566
319	хореографом	хореограф	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#355.566#355.928
320	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#355.928#356.29
321	нашим	наш	DET	_	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#356.29#356.652
322	хореографом	хореограф	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#356.652#357.014
323	тимофеем	тимофей	PROPN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#357.014#357.376
324	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#357.376#357.738
325	добили	добить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#357.738#358.1
326	как	как	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#358.1#358.462
327	раз	раз	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#358.462#358.824
328	таки	таки	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#358.824#359.186
329	всю	весь	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#359.186#359.548
330	нашу	наш	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#359.548#359.91
331	вот	вот	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#359.91#360.272
332	эту	этот	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#360.272#360.634
333	связку	связка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#360.634#360.996
334	придумали	придумать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#360.996#361.358
335	вот	вот	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#361.358#361.72
336	движения	движение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#361.72#362.082
337	вот	вот	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#362.082#362.444
338	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#362.444#362.806
339	финальное	финальный	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#362.806#363.168
340	и	и	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#363.168#363.53
341	ну	ну	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#363.53#363.892
342	соответственно	соответственно	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#363.892#364.254
343	танцоры	танцор	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#364.254#364.616
344	учили	учить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#364.616#365.016
345	и	и	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#385.029#385.309
346	проблема	проблема	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#385.309#385.589
347	в	в	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#385.589#385.869
348	том	то	PRON	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#385.869#386.149
349	что	что	SCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#386.149#386.429
350	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@ap1990f-words#@ap1990f#386.429#386.709
351	говорили	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#386.709#386.989
352	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#386.989#387.269
353	господи	господь	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#387.269#387.549
354	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#387.549#387.829
355	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@ap1990f-words#@ap1990f#387.829#388.109
356	же	же	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#388.109#388.389
357	танцоры	танцор	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#388.389#388.669
358	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	_	_	_	@ap1990f-words#@ap1990f#388.669#388.949
359	получается	получаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ap1990f-words#@ap1990f#388.949#389.229
360	что	что	SCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#389.229#389.509
361	надо	надо	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#389.509#389.789
362	разучиться	разучиться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@ap1990f-words#@ap1990f#389.789#390.069
363	танцевать	танцевать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#390.069#390.366
364	да	да	PART	_	_	_	_	_	@ivp1985m-words#@ivp1985m#115.417#116.0
365	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@ivp1985m-words#@ivp1985m#116.549#116.813
366	с	с	ADP	_	_	_	_	_	@ivp1985m-words#@ivp1985m#116.813#117.077
367	любимом	любим	PROPN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#117.077#117.341
368	называли	называть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ivp1985m-words#@ivp1985m#117.341#117.605
369	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#117.605#117.869
370	/	/	PUNCT	_	_	_	_	_	@ivp1985m-words#@ivp1985m#117.869#118.133
371	соло	соло	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#118.133#118.397
372	на	на	ADP	_	_	_	_	_	@ivp1985m-words#@ivp1985m#118.397#118.661
373	лягухах	лягуха	NOUN	_	Animacy=Anim|Case=Loc|Gender=Fem|Number=Plur	_	_	_	@ivp1985m-words#@ivp1985m#118.661#118.932
374	соло	соло	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#120.278#120.602
375	на	на	ADP	_	_	_	_	_	@ivp1985m-words#@ivp1985m#120.602#120.926
376	лягухах	лягуха	NOUN	_	Animacy=Anim|Case=Loc|Gender=Fem|Number=Plur	_	_	_	@ivp1985m-words#@ivp1985m#120.926#121.25
377	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#121.25#121.574
378	самое	самый	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#121.574#121.898
379	/	/	PUNCT	_	_	_	_	_	@ivp1985m-words#@ivp1985m#121.898#122.222
380	крутое	крутой	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#122.222#122.546
381	что	что	PRON	_	Case=Nom	_	_	_	@ivp1985m-words#@ivp1985m#122.546#122.87
382	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ivp1985m-words#@ivp1985m#122.87#123.194
383	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@ivp1985m-words#@ivp1985m#123.194#123.52
384	на	на	ADP	_	_	_	_	_	@ivp1985m-words#@ivp1985m#123.521#123.819
385	самом	самый	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#123.819#124.117
386	деле	дело	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#124.117#124.415
387	моя	мой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#124.415#124.713
388	мечта	мечта	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#124.713#125.011
389	была	быть	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ivp1985m-words#@ivp1985m#125.011#125.309
390	/	/	PUNCT	_	_	_	_	_	@ivp1985m-words#@ivp1985m#125.309#125.607
391	аа	а	INTJ	_	_	_	_	_	@ivp1985m-words#@ivp1985m#125.607#125.905
392	/	/	PUNCT	_	_	_	_	_	@ivp1985m-words#@ivp1985m#125.905#126.203
393	внедрить	внедрять	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ivp1985m-words#@ivp1985m#126.203#126.501
394	как	как	ADV	_	Degree=Pos	_	_	_	@ivp1985m-words#@ivp1985m#126.501#126.799
395	можно	можно	ADV	_	Degree=Pos	_	_	_	@ivp1985m-words#@ivp1985m#126.799#127.097
396	больше	много	NUM	_	_	_	_	_	@ivp1985m-words#@ivp1985m#127.097#127.395
397	животных	животное	NOUN	_	Animacy=Anim|Case=Gen|Gender=Neut|Number=Plur	_	_	_	@ivp1985m-words#@ivp1985m#127.395#127.693
398	в	в	ADP	_	_	_	_	_	@ivp1985m-words#@ivp1985m#127.693#127.991
399	один	один	NUM	_	Animacy=Inan|Case=Acc|Gender=Masc	_	_	_	@ivp1985m-words#@ivp1985m#127.991#128.289
400	трек	трек	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#128.289#128.587
401	/	/	PUNCT	_	_	_	_	_	@ivp1985m-words#@ivp1985m#128.587#128.885
402	/	/	PUNCT	_	_	_	_	_	@ivp1985m-words#@ivp1985m#128.885#129.183
403	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@ivp1985m-words#@ivp1985m#129.183#129.481
404	не	не	PART	_	_	_	_	_	@ivp1985m-words#@ivp1985m#129.481#129.779
405	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ivp1985m-words#@ivp1985m#129.779#130.077
406	по...	почему	ADV	_	Degree=Pos	_	_	_	@ivp1985m-words#@ivp1985m#130.077#130.375
407	почему	почему	ADV	_	Degree=Pos	_	_	_	@ivp1985m-words#@ivp1985m#130.375#130.673
408	/	/	PUNCT	_	_	_	_	_	@ivp1985m-words#@ivp1985m#130.673#130.971
409	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#130.971#131.269
410	моя	мой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#131.269#131.567
411	сверхидея	сверхидея	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#131.567#131.865
412	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ivp1985m-words#@ivp1985m#131.865#132.163
413	в	в	ADP	_	_	_	_	_	@ivp1985m-words#@ivp1985m#132.163#132.461
414	какой-то	какой-то	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#132.461#132.759
415	момент	момент	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#132.759#133.057
416	времени	время	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#133.057#133.355
417	то	то	PRON	_	_	_	_	_	@ivp1985m-words#@ivp1985m#133.355#133.653
418	есть	быть	VERB	_	_	_	_	_	@ivp1985m-words#@ivp1985m#133.653#133.951
419	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@ivp1985m-words#@ivp1985m#133.951#134.249
420	ее	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	_	_	_	@ivp1985m-words#@ivp1985m#134.249#134.547
421	исполнил	исполнять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ivp1985m-words#@ivp1985m#134.547#134.845
422	/	/	PUNCT	_	_	_	_	_	@ivp1985m-words#@ivp1985m#134.845#135.143
423	теперь	теперь	ADV	_	Degree=Pos	_	_	_	@ivp1985m-words#@ivp1985m#135.143#135.441
424	идем	идти	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ivp1985m-words#@ivp1985m#135.441#135.739
425	к	к	ADP	_	_	_	_	_	@ivp1985m-words#@ivp1985m#135.739#136.037
426	/	/	PUNCT	_	_	_	_	_	@ivp1985m-words#@ivp1985m#136.037#136.335
427	новым	новый	ADJ	_	Case=Dat|Degree=Pos|Number=Plur	_	_	_	@ivp1985m-words#@ivp1985m#136.335#136.633
428	к	к	ADP	_	_	_	_	_	@ivp1985m-words#@ivp1985m#136.633#136.931
429	новым	новый	ADJ	_	Case=Dat|Degree=Pos|Number=Plur	_	_	_	@ivp1985m-words#@ivp1985m#136.931#137.229
430	/	/	PUNCT	_	_	_	_	_	@ivp1985m-words#@ivp1985m#137.229#137.527
431	к	к	ADP	_	_	_	_	_	@ivp1985m-words#@ivp1985m#137.527#137.825
432	новым	новый	ADJ	_	Case=Dat|Degree=Pos|Number=Plur	_	_	_	@ivp1985m-words#@ivp1985m#137.825#138.123
433	высотам	высота	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Plur	_	_	_	@ivp1985m-words#@ivp1985m#138.123#138.431
434	петухи	петух	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@ivp1985m-words#@ivp1985m#139.608#140.418
435	/	/	PUNCT	_	_	_	_	_	@ivp1985m-words#@ivp1985m#140.418#141.228
436	ээ	ээ	INTJ	_	_	_	_	_	@ivp1985m-words#@ivp1985m#141.228#142.039
437	лягухи	лягушка	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@ivp1985m-words#@ivp1985m#142.039#142.57
438	/	/	PUNCT	_	_	_	_	_	@ivp1985m-words#@ivp1985m#142.57#143.101
439	собаки	собака	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@ivp1985m-words#@ivp1985m#143.101#143.632
440	/	/	PUNCT	_	_	_	_	_	@ivp1985m-words#@ivp1985m#143.632#144.163
441	а	а	INTJ	_	_	_	_	_	@ivp1985m-words#@ivp1985m#144.163#144.694
442	дрозды	дрозд	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@ivp1985m-words#@ivp1985m#144.694#145.227
443	да	да	PART	_	_	_	_	_	@ivp1985m-words#@ivp1985m#146.742#147.0
444	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@ivp1985m-words#@ivp1985m#147.0#147.258
445	/	/	PUNCT	_	_	_	_	_	@ivp1985m-words#@ivp1985m#147.258#147.516
446	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@ivp1985m-words#@ivp1985m#147.516#147.774
447	не	не	PART	_	_	_	_	_	@ivp1985m-words#@ivp1985m#147.774#148.032
448	интересные	интересный	ADJ	_	Animacy=Anim|Case=Nom|Degree=Pos|Number=Plur	_	_	_	@ivp1985m-words#@ivp1985m#148.032#148.29
449	/	/	PUNCT	_	_	_	_	_	@ivp1985m-words#@ivp1985m#148.29#148.548
450	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ivp1985m-words#@ivp1985m#148.548#148.806
